X.1,X,YR,STATIONID,DEPTH_SSTA,MO_DAY_YR,STAT_ZONE,TOW_NO,DECSLAT,DECSLON,MESH_SIZE,MIN_FISH,BOT_TYPE,BOT_REG,ENVREC_STATIONID,TEMPSURF,TEMPMID,TEMPMAX,SALSURF,SALMID,SALMAX,CHLORSURF,CHLORMID,CHLORMAX,OXYSURF,OXYMID,OXYMAX,TURBSURF,TURBMID,TURBMAX,GENUS_BGS,SPEC_BGS,SumOfCNTEXP,rscpue,bathymetry,rugosity,date,month,day,optional,PLATFORM_COUNT,Sum_Length,carbonate.pcnt,gravel.prct,mud.prct,oyst.prct,rock.prct,sand.prct,optional.1,n.art.reef,art.reef.dis
78,78,1987,53496,36.6,6/26/1987 0:00,20,NA,27.52,-96.81,1.63,26,,,53496,28.59,26.86,21.28,35.16,35.39,36.43,0.08,NA,NA,6.7,6.8,6.7,NA,NA,NA,,,NA,0,-39,0.5,6/26/1987,6,26,TRUE,0,0,0,0,85,NA,0,13,TRUE,0,0.997428762
79,79,1987,53498,21.9,6/26/1987 0:00,20,NA,27.6,-97.02,1.63,34,,,53498,27.76,25.87,22,35.65,35.65,36.32,0.03,NA,NA,6.7,6.8,6.8,NA,NA,NA,,,NA,0,-23,0.125,6/26/1987,6,26,TRUE,0,0,0,0,99,NA,0,0,TRUE,0,0.997428762
80,80,1987,53500,9.1,6/26/1987 0:00,20,NA,27.53,-97.23,1.63,10,,,53500,29.33,29.33,27.98,35.3,35.32,35.95,0.21,NA,NA,7.4,6.6,5.7,NA,NA,NA,LUTJANU,CAMPEC,3,0.3,-8,2.75,6/26/1987,6,26,TRUE,0,0,NA,0,0,NA,0,100,TRUE,0,0.997428762
81,81,1987,53502,25.6,6/26/1987 0:00,20,NA,27.4,-97.07,1.63,28,,,53502,27.6,23.81,22.14,35.75,35.77,36.44,0.12,NA,NA,6.6,6.4,6.6,NA,NA,NA,,,NA,0,-27,0.5,6/26/1987,6,26,TRUE,0,0,0,0,98,NA,0,1,TRUE,0,0.997428762
82,82,1987,53505,45.7,6/26/1987 0:00,20,NA,27.25,-96.88,1.63,60,,,53505,28.27,21.89,21.31,35.29,36.06,36.51,0.13,NA,NA,6.4,6.5,6.1,NA,NA,NA,,,NA,0,-49,0.875,6/26/1987,6,26,TRUE,0,0,0,0,99,NA,0,0,TRUE,0,0.997428762
83,83,1987,53507,54.9,6/26/1987 0:00,20,NA,27.03,-96.86,1.63,60,,,53507,28.54,23.12,21.1,35.81,36.44,36.53,0.05,NA,NA,6.7,6.2,6.1,NA,NA,NA,,,NA,0,-58,1.75,6/26/1987,6,26,TRUE,0,0,80.40000153,0,97,NA,0,2,TRUE,0,0.997428762
84,84,1987,53510,64,6/26/1987 0:00,21,NA,26.93,-96.79,1.63,58,,,53510,29.38,22.96,20.83,35.12,36.49,36.49,0.08,NA,NA,6.9,7.8,6.4,NA,NA,NA,LUTJANU,CAMPEC,4,0.06,-69,1.125,6/26/1987,6,26,TRUE,0,0,99.80000305,0,96,NA,0,3,TRUE,0,0.997428762
85,85,1987,53512,64,6/26/1987 0:00,20,NA,27.25,-96.72,1.63,50,,,53512,29.52,24.84,21.6,34.76,36.47,36.46,0.09,NA,NA,6,6.5,6,NA,NA,NA,,,NA,0,-69,1.25,6/26/1987,6,26,TRUE,0,0,0,0,90,NA,0,9,TRUE,0,0.997428762
86,86,1987,53514,45.7,6/27/1987 0:00,20,NA,27.01,-96.94,1.63,48,,,53514,28.63,21.9,20.84,35.82,NA,36.58,0.03,NA,NA,6.2,6.6,5.5,NA,NA,NA,,,NA,0,-47,1.375,6/27/1987,6,27,TRUE,0,0,67.30000305,0,96,NA,0,3,TRUE,0,0.997428762
87,87,1987,53516,29.3,6/27/1987 0:00,20,NA,27.21,-97.1,1.63,23,,,53516,28.35,22.58,21.41,35.8,35.89,36.33,0.05,NA,NA,6.1,6.4,5.9,NA,NA,NA,,,NA,0,-30,0.375,6/27/1987,6,27,TRUE,0,0,0,0,97,NA,0,1,TRUE,0,0.997428762
88,88,1987,53518,12.8,6/27/1987 0:00,20,NA,27.1,-97.34,1.63,11,,,53518,27.94,27.29,23.58,35.97,36.1,36.08,0.11,NA,NA,6.3,6.4,6.8,NA,NA,NA,LUTJANU,CAMPEC,2,0.18,-14,0.75,6/27/1987,6,27,TRUE,0,0,NA,0,22,NA,0,76,TRUE,0,0.997428762
89,89,1987,53520,12.8,6/27/1987 0:00,20,NA,27.1,-97.34,1.63,10,,,53520,27.94,27.29,23.58,NA,NA,NA,NA,NA,NA,6.3,6.4,6.8,NA,NA,NA,,,NA,0,-14,0.75,6/27/1987,6,27,TRUE,0,0,NA,0,22,NA,0,76,TRUE,0,0.997428762
90,90,1987,53522,27.4,6/27/1987 0:00,21,NA,26.94,-97.16,1.63,15,,,53522,27.4,25.12,21.43,36.15,36.14,36.42,0.16,NA,NA,6.1,6.3,6,NA,NA,NA,,,NA,0,-28,0.5,6/27/1987,6,27,TRUE,0,0,0,0,93,NA,0,5,TRUE,0,0.997428762
91,91,1987,53524,40.2,6/27/1987 0:00,21,NA,26.87,-96.98,1.63,46,,,53524,27.54,23.2,20.38,35.9,35.92,36.49,0.13,NA,NA,6.2,6.3,5.1,NA,NA,NA,,,NA,0,-43,0.5,6/27/1987,6,27,TRUE,0,0,0,0,95,NA,0,4,TRUE,0,0.997428762
92,92,1987,53526,31.1,6/27/1987 0:00,21,NA,26.76,-97.11,1.63,30,,,53526,27.16,22.51,21.32,36.2,36.07,36.26,0.05,NA,NA,6.4,6.4,6.3,NA,NA,NA,,,NA,0,-31,0.5,6/27/1987,6,27,TRUE,0,0,0,1,92,NA,0,6,TRUE,0,0.997428762
93,93,1987,53528,9.1,6/27/1987 0:00,21,NA,26.76,-97.32,1.63,10,,,53528,NA,NA,NA,36.21,NA,36.07,0.07,NA,NA,6.2,6.3,6.4,NA,NA,NA,,,NA,0,-11,2.5,6/27/1987,6,27,TRUE,0,0,NA,1,4,NA,0,94,TRUE,0,0.997428762
94,94,1987,53530,16.5,6/27/1987 0:00,21,NA,26.86,-97.29,1.63,17,,,53530,27.57,27.57,24.58,36.03,35.89,36.04,0.12,NA,NA,6.2,6.3,6.5,NA,NA,NA,LUTJANU,CAMPEC,1,0.05,-18,0.5,6/27/1987,6,27,TRUE,0,0,NA,0,32,NA,0,67,TRUE,0,0.997428762
95,95,1987,53532,11,6/27/1987 0:00,21,NA,26.66,-97.28,1.63,12,,,53532,27.51,27.51,27.37,36.2,36.07,36.13,0.37,NA,NA,6.2,6.2,6.2,NA,NA,NA,,,NA,0,-14,1.25,6/27/1987,6,27,TRUE,0,0,NA,0,5,NA,0,93,TRUE,0,0.997428762
96,96,1987,53534,31.1,6/28/1987 0:00,21,NA,26.63,-97.08,1.63,27,,,53534,27.81,22.02,21.91,36.12,36.09,36.24,0.05,NA,NA,6.3,6.3,6.5,NA,NA,NA,,,NA,0,-32,0.625,6/28/1987,6,28,TRUE,0,0,0,6,58,NA,0,35,TRUE,0,0.997428762
97,97,1987,53536,32.9,6/28/1987 0:00,21,NA,26.57,-97.03,1.63,35,,,53536,27.99,21.92,21.71,36.02,36.15,36.35,0.04,NA,NA,6,6.2,6.3,NA,NA,NA,,,NA,0,-34,0.375,6/28/1987,6,28,TRUE,0,0,0,7,55,NA,0,36,TRUE,0,0.997428762
98,98,1987,53538,27.4,6/28/1987 0:00,21,NA,26.46,-97.05,1.63,10,,,53538,28.04,26.36,22.23,36.23,36.23,36.37,0.13,NA,NA,6.5,6.7,6.8,NA,NA,NA,,,NA,0,-29,1.125,6/28/1987,6,28,TRUE,0,0,0,7,35,NA,0,57,TRUE,0,0.997428762
99,99,1987,53541,32.9,6/28/1987 0:00,21,NA,26.5,-97.01,1.63,17,,,53541,28.25,26.33,22.1,36.14,36.22,36.47,0.16,NA,NA,6.1,6.1,6.3,NA,NA,NA,,,NA,0,-33,0.625,6/28/1987,6,28,TRUE,0,0,0,12,29,NA,0,58,TRUE,0,0.997428762
100,100,1987,53543,31.1,6/28/1987 0:00,21,NA,26.17,-96.92,1.63,11,,,53543,28.82,28.82,22.52,35.72,35.7,36.55,0.1,NA,NA,6.1,6.1,6.3,NA,NA,NA,,,NA,0,-34,1.125,6/28/1987,6,28,TRUE,0,0,70,0,61,NA,0,38,TRUE,0,0.997428762
101,101,1987,53545,21.9,6/28/1987 0:00,21,NA,26.22,-97.04,1.63,10,,,53545,28.66,27.97,22.85,36.44,36.09,36.37,0.03,NA,NA,6.2,6.2,5.6,NA,NA,NA,,,NA,0,-22,1,6/28/1987,6,28,TRUE,0,0,68.30000305,1,9,NA,0,89,TRUE,0,0.997428762
102,102,1987,53547,20.1,6/28/1987 0:00,21,NA,26.16,-97.06,1.63,21,,,53547,28.19,25.44,22.96,36.18,36.15,36.36,0.06,NA,NA,6.2,6.3,6.1,NA,NA,NA,,,NA,0,-19,0.75,6/28/1987,6,28,TRUE,0,0,66.09999847,0,26,NA,0,72,TRUE,0,0.997428762
103,103,1987,53549,16.5,6/28/1987 0:00,21,NA,26.11,-97.11,1.63,18,,,53549,27.37,26.81,23.41,36.31,36.15,36.21,0.19,NA,NA,6.3,6.4,5.7,NA,NA,NA,,,NA,0,-17,0.75,6/28/1987,6,28,TRUE,0,0,70,0,24,NA,0,74,TRUE,0,0.997428762
104,104,1987,53551,11,6/28/1987 0:00,21,NA,26.11,-97.14,1.63,10,,,53551,27.64,27.32,26.57,36.32,36.14,36.19,0.16,NA,NA,6.2,6.3,6,NA,NA,NA,,,NA,0,-13,2,6/28/1987,6,28,TRUE,0,0,NA,0,0,NA,0,99,TRUE,0,0.997428762
105,105,1987,53554,18.3,6/28/1987 0:00,21,NA,26.04,-97.08,1.63,16,,,53554,27.51,26.53,23.33,36.35,36.23,36.36,0.18,NA,NA,6.3,6.3,5.7,NA,NA,NA,,,NA,0,-19,0.5,6/28/1987,6,28,TRUE,0,0,70,0,0,NA,0,99,TRUE,0,0.997428762
106,106,1987,53556,20.1,6/28/1987 0:00,21,NA,26.05,-97.06,1.63,13,,,53556,27.51,26.53,23.33,35.83,35.84,36.42,NA,NA,NA,6.3,6.3,5.7,NA,NA,NA,LUTJANU,CAMPEC,1,0.07,-21,0.625,6/28/1987,6,28,TRUE,0,0,85,6,10,NA,0,82,TRUE,0,0.997428762
107,107,1987,53558,18.3,6/28/1987 0:00,21,NA,26.18,-96.95,1.63,17,,,53558,28.89,28.14,22.47,NA,NA,NA,0.09,NA,NA,6.2,6.3,6.5,NA,NA,NA,,,NA,0,-30,0.875,6/28/1987,6,28,TRUE,0,0,70,0,63,NA,0,35,TRUE,0,0.997428762
108,108,1987,53560,45.7,6/29/1987 0:00,21,NA,26.47,-96.7,1.63,42,,,53560,28.93,26.05,21.39,34.9,35.61,36.37,0.17,NA,NA,6.1,6.1,6.4,NA,NA,NA,,,NA,0,-46,1,6/29/1987,6,29,TRUE,0,0,0,0,100,NA,0,0,TRUE,0,0.997428762
109,109,1987,53566,73.2,6/30/1987 0:00,17,NA,28.05,-93.73,1.63,18,,,53566,29.21,21.46,19.73,30.87,36.39,36.15,0.04,NA,NA,6.4,6.6,6.2,NA,NA,NA,,,NA,0,-81,3.875,6/30/1987,6,30,TRUE,0,0.48294122,21,0,49,NA,0,49,TRUE,0,0.997428762
110,110,1987,53569,45.7,6/30/1987 0:00,17,NA,28.48,-93.51,1.63,32,,,53569,28.33,24.36,20.2,31.99,35.62,36.15,0.16,NA,NA,6.5,6.1,6,NA,NA,NA,LUTJANU,CAMPEC,1,0.03,-44,0.75,6/30/1987,6,30,TRUE,0,0,82.09999847,0,0,NA,0,99,TRUE,0,0.997428762
111,111,1987,53571,31.1,6/30/1987 0:00,17,NA,28.68,-93.27,1.63,11,,,53571,28.58,27.49,22.42,32.92,32.64,35.36,0.14,NA,NA,6.3,6.4,5,NA,NA,NA,LUTJANU,CAMPEC,8,0.72,-31,0.75,6/30/1987,6,30,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,0.997428762
112,112,1987,53573,29.3,6/30/1987 0:00,17,NA,28.71,-93.28,1.63,13,,,53573,28.48,28.47,22.57,32.64,32.53,35.42,0.2,NA,NA,6.3,6.3,5.1,NA,NA,NA,,,NA,0,-28,0.5,6/30/1987,6,30,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,0.997428762
113,113,1987,53575,25.6,6/30/1987 0:00,17,NA,28.78,-93.55,1.63,12,,,53575,28.74,26.95,22.18,28.61,30.43,35.04,1.02,NA,2.94,6.2,6.7,3.9,NA,NA,NA,,,NA,0,-27,0.75,6/30/1987,6,30,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,0.997428762
114,114,1987,53578,36.6,6/30/1987 0:00,17,NA,28.54,-93.76,1.63,30,,,53578,28.9,26.88,20.57,29.05,32.21,35.68,0.1,NA,NA,6.5,6.6,5.2,NA,NA,NA,LUTJANU,CAMPEC,15,0.5,-38,0.625,6/30/1987,6,30,TRUE,0,0,28.70000076,0,67,NA,0,32,TRUE,0,0.997428762
115,115,1987,53580,64,6/30/1987 0:00,17,NA,28.22,-93.8,1.63,60,,,53580,28.89,23.31,19.75,31.79,NA,36.42,0.12,NA,NA,7.6,8.2,7.5,NA,NA,NA,,,NA,0,-65,0.625,6/30/1987,6,30,TRUE,1,0.337026804,20.29999924,0,47,NA,0,51,TRUE,0,0.997428762
116,116,1987,53583,34.7,7/2/1987 0:00,17,NA,28.59,-93.61,1.63,41,,,53583,29.8,26.84,20.74,29.02,33.18,36.01,0.54,NA,NA,7,6.8,4.8,NA,NA,NA,LUTJANU,CAMPEC,70,1.7,-35,0.25,7/2/1987,7,2,TRUE,0,2.561232023,0,0,67,NA,0,33,TRUE,0,0.997428762
117,116,1987,53583,34.7,7/2/1987 0:00,17,NA,28.59,-93.61,1.63,41,,,53583,29.8,26.84,20.74,29.02,33.18,36.01,0.54,NA,NA,7,6.8,4.8,NA,NA,NA,LUTJANU,CAMPEC,70,1.7,-35,0.25,7/2/1987,7,2,TRUE,0,2.561232023,0,0,67,NA,0,33,TRUE,0,0.997428762
118,116,1987,53583,34.7,7/2/1987 0:00,17,NA,28.59,-93.61,1.63,41,,,53583,29.8,26.84,20.74,29.02,33.18,36.01,0.54,NA,NA,7,6.8,4.8,NA,NA,NA,LUTJANU,CAMPEC,70,1.7,-35,0.25,7/2/1987,7,2,TRUE,0,2.561232023,0,0,67,NA,0,33,TRUE,0,0.997428762
119,116,1987,53583,34.7,7/2/1987 0:00,17,NA,28.59,-93.61,1.63,41,,,53583,29.8,26.84,20.74,29.02,33.18,36.01,0.54,NA,NA,7,6.8,4.8,NA,NA,NA,LUTJANU,CAMPEC,70,1.7,-35,0.25,7/2/1987,7,2,TRUE,0,2.561232023,0,0,67,NA,0,33,TRUE,0,0.997428762
120,117,1987,53585,32.9,7/2/1987 0:00,17,NA,28.63,-93.67,1.63,30,,,53585,29.19,28.11,21.19,29.19,32.68,35.68,0.15,NA,1.33,7,4.7,6.4,NA,NA,NA,LUTJANU,CAMPEC,3,0.1,-33,1,7/2/1987,7,2,TRUE,0,18.44055613,0,0,67,NA,0,32,TRUE,0,0.997428762
121,118,1987,53587,31.1,7/3/1987 0:00,17,NA,28.62,-93.84,1.63,24,,,53587,29.14,27.08,21.15,29.18,32.82,35.68,0.13,NA,0.82,6.9,6.5,5,NA,NA,NA,LUTJANU,CAMPEC,2,0.08,-32,1.5,7/3/1987,7,3,TRUE,0,0,0.899999976,0,88,NA,0,11,TRUE,0,0.997428762
122,119,1987,53589,23.8,7/3/1987 0:00,17,NA,28.78,-93.85,1.63,47,,,53589,28.93,28.34,24,29.07,30.87,34.87,0.08,NA,0.79,6.7,6.3,5.5,NA,NA,NA,LUTJANU,CAMPEC,2,0.04,-24,0.5,7/3/1987,7,3,TRUE,0,0,0,0,100,NA,0,0,TRUE,0,0.997428762
123,120,1987,53592,21.9,7/3/1987 0:00,17,NA,28.95,-93.85,1.63,41,,,53592,28.88,28.89,24.18,29.12,29.13,35.02,0.22,NA,0.93,6.6,6.6,4,NA,NA,NA,LUTJANU,CAMPEC,5,0.12,-22,0.5,7/3/1987,7,3,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,0.997428762
124,121,1987,53595,12.8,7/3/1987 0:00,17,NA,29.46,-93.29,1.63,60,,,53595,28.87,28.92,28.6,27.82,NA,27.86,3.17,NA,4.65,7.6,8,6.7,NA,NA,NA,,,NA,0,-12,0,7/3/1987,7,3,TRUE,0,0,66.09999847,2,93,NA,0,3,TRUE,0,0.997428762
125,122,1987,53601,18.3,7/3/1987 0:00,17,NA,29.16,-93.82,1.63,37,,,53601,29.14,29.14,29.16,29.5,29.41,32.98,0.75,NA,2.51,6.9,6.9,2.5,NA,NA,NA,LUTJANU,CAMPEC,5,0.13,-18,0.625,7/3/1987,7,3,TRUE,0,0.207486081,0,1,2,NA,0,96,TRUE,0,0.997428762
126,123,1987,53603,14.6,7/4/1987 0:00,17,NA,29.32,-93.79,1.63,30,,,53603,28.97,29.13,28.58,29.01,NA,31.69,0.82,NA,5.05,6.9,7.7,1.7,NA,NA,NA,,,NA,0,-15,0.625,7/4/1987,7,4,TRUE,0,0,48.40000153,8,8,NA,0,83,TRUE,0,0.997428762
127,124,1987,53605,9.1,7/4/1987 0:00,17,NA,29.68,-93.57,1.63,26,,,53605,28.59,29.21,28.6,25.02,NA,27.5,3.97,NA,NA,6.9,6.9,3.7,NA,NA,NA,,,NA,0,-8,0.25,7/4/1987,7,4,TRUE,8,0.154739426,100,26,72,NA,0,0,TRUE,0,0.997428762
128,125,1987,53608,9.1,7/4/1987 0:00,17,NA,29.62,-93.01,1.63,17,,,53608,27.92,28.8,28.37,24.83,24.69,25.76,5.33,NA,3.21,7.6,7.7,6.8,NA,NA,NA,,,NA,0,-9,0.25,7/4/1987,7,4,TRUE,0,5.471141062,98,3,22,NA,0,73,TRUE,0,0.997428762
129,126,1987,53610,12.8,7/4/1987 0:00,16,NA,29.5,-92.89,1.63,31,,,53610,28.39,28.83,27.88,27.32,NA,30.48,1.52,NA,2.91,7.8,7.3,7.4,NA,NA,NA,,,NA,0,-13,0.375,7/4/1987,7,4,TRUE,1,0,96.80000305,16,83,NA,0,0,TRUE,0,0.997428762
130,127,1987,53614,14.6,7/4/1987 0:00,16,NA,29.34,-92.62,1.63,48,,,53614,28.9,29.13,27.57,27.07,NA,31.75,0.59,NA,4.56,6.8,6.9,6,NA,NA,NA,,,NA,0,-15,0.125,7/4/1987,7,4,TRUE,0,2.801207632,87.30000305,0,99,NA,0,0,TRUE,0,0.997428762
131,128,1987,53616,11,7/4/1987 0:00,16,NA,29.55,-92.88,1.63,36,,,53616,29.2,29.47,27.7,25.11,NA,26.29,2.11,NA,3.36,8.2,8.3,8,NA,NA,NA,,,NA,0,-11,0.375,7/4/1987,7,4,TRUE,0,0,100,33,65,NA,0,0,TRUE,0,0.997428762
132,129,1987,53618,14.6,7/4/1987 0:00,16,NA,29.38,-92.71,1.63,51,,,53618,29.19,29.04,27.43,27.26,NA,32.25,0.53,NA,5.01,6.9,7.1,4.1,NA,NA,NA,,,NA,0,-15,0.25,7/4/1987,7,4,TRUE,2,0.06603944,99.19999695,0,98,NA,0,0,TRUE,0,0.997428762
133,130,1987,53620,18.3,7/5/1987 0:00,16,NA,29.19,-92.63,1.63,36,,,53620,28.19,28.77,26.09,28.04,NA,33.8,0.31,NA,1.01,6.5,7.4,5.3,NA,NA,NA,,,NA,0,-19,0.375,7/5/1987,7,5,TRUE,0,0,0.100000001,0,98,NA,0,0,TRUE,0,0.997428762
134,131,1987,53622,21.9,7/5/1987 0:00,16,NA,29.11,-92.92,1.63,60,,,53622,28.42,28.89,25.62,28.2,NA,34.46,0.16,NA,2.55,6.6,6.6,4.6,NA,NA,NA,LUTJANU,CAMPEC,2,0.03,-21,0.25,7/5/1987,7,5,TRUE,0,0,29.20000076,48,49,NA,0,1,TRUE,0,0.997428762
135,132,1987,53624,21.9,7/5/1987 0:00,16,NA,29.09,-92.81,1.63,24,,,53624,29.28,29.05,25.63,28.94,30.07,34.88,0.13,NA,1.57,6.5,6.2,4.1,NA,NA,NA,,,NA,0,-22,0.625,7/5/1987,7,5,TRUE,0,0,29.70000076,65,0,NA,0,34,TRUE,0,0.997428762
136,133,1987,53626,23.8,7/5/1987 0:00,16,NA,28.99,-92.81,1.63,60,,,53626,29.14,28.65,25.79,30.42,31.78,34.9,0.18,NA,0.75,6.5,6.5,5.7,NA,NA,NA,LUTJANU,CAMPEC,8,0.13,-23,0.25,7/5/1987,7,5,TRUE,0,0,30,0,0,NA,0,98,TRUE,0,0.997428762
137,134,1987,53631,20.1,7/5/1987 0:00,16,NA,29.05,-92.31,1.63,31,,,53631,29.36,28.93,25.71,28.34,29.02,34.95,0.38,NA,2.08,6.5,6.2,1,NA,NA,NA,,,NA,0,-20,0.625,7/5/1987,7,5,TRUE,0,0,13.60000038,0,98,NA,0,0,TRUE,0,0.997428762
138,135,1987,53633,18.3,7/5/1987 0:00,16,NA,29.05,-92.2,1.63,16,,,53633,29.8,29.12,26.14,26.7,27.92,34.93,0.67,NA,1.57,6.5,4,2.1,NA,NA,NA,,,NA,0,-18,0.75,7/5/1987,7,5,TRUE,0,0.080370487,6.099999905,0,99,NA,0,0,TRUE,0,0.997428762
139,136,1987,53636,16.5,7/5/1987 0:00,16,NA,29.06,-92.07,1.63,20,,,53636,29.9,29.33,26.33,27.67,28.46,34.59,0.6,NA,3.36,7,6.6,1.4,NA,NA,NA,,,NA,0,-15,0.5,7/5/1987,7,5,TRUE,0,0,5.300000191,0,99,NA,0,0,TRUE,0,0.997428762
140,137,1987,53638,9.1,7/5/1987 0:00,15,NA,29.08,-91.8,1.63,10,,,53638,30.38,30,28.88,25.64,25.91,28.94,1.47,NA,6.24,7.5,7.6,5,NA,NA,NA,,,NA,0,-9,0.5,7/5/1987,7,5,TRUE,0,0,19.70000076,0,0,NA,0,99,TRUE,0,0.997428762
141,138,1987,53640,14.6,7/5/1987 0:00,15,NA,29.01,-91.75,1.63,28,,,53640,29.58,29.09,26.55,28.71,28.93,34.96,0.46,NA,1.54,6.6,2.7,1.9,NA,NA,NA,,,NA,0,-13,0.625,7/5/1987,7,5,TRUE,0,0.407191089,25.60000038,4,9,NA,0,86,TRUE,0,0.997428762
142,139,1987,53642,16.5,7/5/1987 0:00,15,NA,28.97,-91.8,1.63,16,,,53642,29.41,29.16,26.46,28.95,28.95,35.12,0.26,NA,1.45,6.6,5.4,2.9,NA,NA,NA,,,NA,0,-17,0.375,7/5/1987,7,5,TRUE,3,0,25.60000038,2,5,NA,0,92,TRUE,0,0.997428762
143,140,1987,53644,16.5,7/6/1987 0:00,15,NA,29.03,-91.91,1.63,26,,,53644,29.69,29.41,26.31,27.5,28.24,35.12,0.24,NA,1.65,6.4,6.4,2.1,NA,NA,NA,,,NA,0,-15,0.5,7/6/1987,7,6,TRUE,0,0,25.5,0,36,NA,0,62,TRUE,0,0.997428762
144,141,1987,53647,27.4,7/6/1987 0:00,16,NA,28.92,-92.44,1.63,31,,,53647,29.49,29.07,23.62,29.37,30.59,36.44,0.2,NA,2.13,6.7,6.4,3.7,NA,NA,NA,LUTJANU,CAMPEC,1,0.03,-27,0.75,7/6/1987,7,6,TRUE,0,0.556011035,0,78,0,NA,0,20,TRUE,0,0.997428762
145,142,1987,53649,32.9,7/6/1987 0:00,16,NA,28.76,-92.4,1.63,18,,,53649,29.34,27.67,21.62,31.71,34.93,36.22,0.15,NA,2.13,6.6,6.7,4,NA,NA,NA,,,NA,0,-34,0.375,7/6/1987,7,6,TRUE,0,3.909897808,0,79,0,NA,0,21,TRUE,0,0.997428762
146,143,1987,53651,34.7,7/6/1987 0:00,16,NA,28.72,-92.36,1.63,10,,,53651,29.05,27.29,21.83,33.3,35.78,35.97,0.14,NA,1.65,6.7,6.5,4.8,NA,NA,NA,LUTJANU,CAMPEC,1,0.1,-35,0.375,7/6/1987,7,6,TRUE,0,0.055167443,0,79,0,NA,0,21,TRUE,0,0.997428762
147,144,1987,53653,31.1,7/6/1987 0:00,16,NA,28.8,-92.15,1.63,28,,,53653,29.16,29.05,22.87,31.93,32.91,35.46,NA,NA,NA,6.6,6.6,4,NA,NA,NA,,,NA,0,-31,0.375,7/6/1987,7,6,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,0.997428762
148,145,1987,53655,27.4,7/6/1987 0:00,15,NA,28.79,-91.93,1.63,24,,,53655,29.23,29.01,25.36,31.14,31.74,35.82,0.24,NA,NA,7,6.9,5.3,NA,NA,NA,,,NA,0,-27,0.5,7/6/1987,7,6,TRUE,0,4.43615494,0,1,93,NA,0,4,TRUE,0,0.997428762
149,146,1987,53658,45.7,7/6/1987 0:00,15,NA,28.53,-91.95,1.63,34,,,53658,29.1,26.31,20.28,33.16,35.7,36.54,0.15,NA,0.71,6.7,4.5,4.8,NA,NA,NA,LUTJANU,CAMPEC,22,0.64,-45,0.625,7/6/1987,7,6,TRUE,0,0,0,0,100,NA,0,0,TRUE,0,0.997428762
150,147,1987,53660,36.6,7/6/1987 0:00,16,NA,28.68,-92.18,1.63,46,,,53660,29.14,28.26,21.56,32.04,33.26,36.44,0.15,NA,NA,6.6,6.6,4,NA,NA,NA,LUTJANU,CAMPEC,2,0.04,-38,0.375,7/6/1987,7,6,TRUE,0,0.244595885,0,NA,NA,NA,NA,NA,TRUE,0,0.997428762
151,148,1987,53662,40.2,7/7/1987 0:00,16,NA,28.62,-92.26,1.63,38,,,53662,28.91,26.82,20.18,32.23,36.05,36.28,0.19,NA,0.9,6.4,6.2,4.4,NA,NA,NA,,,NA,0,-40,0,7/7/1987,7,7,TRUE,0,0,17,NA,NA,NA,NA,NA,TRUE,0,0.997428762
152,149,1987,53667,54.9,7/7/1987 0:00,16,NA,28.41,-92.5,1.63,60,,,53667,28.57,21.91,19.87,34.9,35.94,36.26,NA,NA,NA,6.5,7.6,4.8,NA,NA,NA,,,NA,0,-55,0.625,7/7/1987,7,7,TRUE,0,1.022380095,0.100000001,99,0,NA,0,0,TRUE,0,0.997428762
153,150,1987,53671,64,7/7/1987 0:00,16,NA,28.23,-92.56,1.63,60,,,53671,29.03,20.5,19.76,33.24,35.68,36.42,NA,NA,NA,6.6,7.1,5.4,NA,NA,NA,,,NA,0,-66,0.25,7/7/1987,7,7,TRUE,0,0,1.200000048,99,0,NA,0,0,TRUE,0,0.997428762
154,151,1987,53675,54.9,7/7/1987 0:00,16,NA,28.39,-92.71,1.63,60,,,53675,28.64,21.52,20.13,34.59,36.11,36.36,0.13,NA,NA,6.5,5.8,6.4,NA,NA,NA,,,NA,0,-61,4.75,7/7/1987,7,7,TRUE,0,2.164233643,97,99,0,NA,0,0,TRUE,0,0.997428762
155,152,1987,53679,25.6,7/7/1987 0:00,16,NA,28.86,-92.76,1.63,51,,,53679,29,28.64,25.08,31.1,32.52,35.27,0.25,NA,4.11,6.5,6.5,3.9,NA,NA,NA,LUTJANU,CAMPEC,26,0.5,-25,0.375,7/7/1987,7,7,TRUE,0,0,NA,0,0,NA,50,99,TRUE,0,0.997428762
156,153,1987,53681,34.7,7/8/1987 0:00,17,NA,28.64,-93.17,1.63,33,,,53681,28.75,27.38,22.28,32.74,34.75,35.78,0.18,NA,NA,6.5,6.4,5.1,NA,NA,NA,LUTJANU,CAMPEC,4,0.12,-34,0.375,7/8/1987,7,8,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,0.997428762
